seq,name,term,lev,value,ProteinN,logFC,logCPM,FDR,PValue
TRINITY_DN111543_c0_g1,long-chain fatty acid metabolic process,GO:0001676,6,5.30449282850044,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),8.1412344734979,2.26341977851795,0.031935813591931,0.00496921783510854
TRINITY_DN314170_c2_g1,long-chain fatty acid metabolic process,GO:0001676,6,-5.32907263281672,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),-7.61812443889094,2.91002242796644,0.0314373986911883,0.00484856432742997
TRINITY_DN234177_c0_g1,macromolecule modification,GO:0043412,3,-5.80114100435103,BTB/POZ domain-containing protein At5g47800,-7.18633570346576,4.01711896032251,0.0219567023924577,0.00302410226226205
TRINITY_DN271251_c0_g1,macromolecule modification,GO:0043412,3,-13.2217087191996,COP9 signalosome complex subunit 2 (Signalosome subunit 2) (Protein FUSCA 12),-5.80988523758241,8.22016375514264,3.18443836466873e-05,1.81085994242874e-06
TRINITY_DN277215_c0_g1,macromolecule modification,GO:0043412,3,33.2324252989069,Peptide methionine sulfoxide reductase MsrA 1 (Protein-methionine-S-oxide reductase 1) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase 1) (Peptide Met(O) reductase 1),20.6936657690256,9.34544600932653,1.14288287631456e-12,3.69267488308422e-15
TRINITY_DN293826_c5_g4,macromolecule modification,GO:0043412,3,6.40918485623508,H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1),9.70209622336566,2.01498039492376,0.0131327389400857,0.00164636598021107
TRINITY_DN294187_c0_g1,macromolecule modification,GO:0043412,3,-10.0398168031022,RNA pseudouridine synthase 5 (EC 5.4.99.-) (RNA pseudouridylate synthase 5) (RNA-uridine isomerase 5),-5.51838404802613,7.3673898350215,0.000584536502315364,4.36277647931661e-05
TRINITY_DN296379_c5_g1,macromolecule modification,GO:0043412,3,6.91276847053935,General negative regulator of transcription subunit 4 (Modulator of transcription 2),2.4153216005952,10.8111947530297,0.00869980065277489,0.000994999353515208
TRINITY_DN299296_c0_g1,macromolecule modification,GO:0043412,3,-10.573352148228,Probable E3 ubiquitin-protein ligase XBOS32 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBOS32) (RING-type E3 ubiquitin transferase XBOS32) (XB3 protein homolog 2),-6.09854323806581,7.33516395213302,0.000353525762774333,2.55888935011804e-05
TRINITY_DN299783_c0_g3,macromolecule modification,GO:0043412,3,10.9678844795399,Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II),12.9307652414718,3.89212011954649,0.000248273568109339,1.72467906764161e-05
TRINITY_DN311419_c1_g2,macromolecule modification,GO:0043412,3,6.55373539622601,Pentatricopeptide repeat-containing protein At2g42920, chloroplastic,4.25399086665385,6.28673114563285,0.0116351054838319,0.00142478351482142
TRINITY_DN312007_c1_g4,macromolecule modification,GO:0043412,3,7.90535197410068,Adenylyltransferase and sulfurtransferase MOCS3-2 (Molybdenum cofactor synthesis protein 3-2) [Includes: Molybdopterin-synthase adenylyltransferase 2 (EC 2.7.7.80) (Adenylyltransferase MOCS3-2) (Sulfur carrier protein MOCS2A adenylyltransferase 2); Molybdopterin-synthase sulfurtransferase 2 (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase 2) (Sulfurtransferase MOCS3-2)],9.71959405757797,1.91057342003359,0.00371767600199468,0.000368764630892525
TRINITY_DN312737_c2_g4,macromolecule modification,GO:0043412,3,30.7749274870363,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyp) (Cyclosporin A-binding protein) (Rotamase) (allergen Cat r 1),21.9015275620774,12.5515953493913,3.92464652319742e-12,4.31140490432026e-14
TRINITY_DN314173_c2_g1,macromolecule modification,GO:0043412,3,-5.50717466198132,E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase),-3.91158337989116,6.861367345167,0.027367290209588,0.00405755516855606
TRINITY_DN314832_c0_g1,macromolecule modification,GO:0043412,3,21.8032350926508,eEF1A lysine and N-terminal methyltransferase (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)],20.3830878235088,6.8847674789197,1.01065429432974e-08,3.39605966430671e-10
TRINITY_DN34409_c0_g1,macromolecule modification,GO:0043412,3,5.08168871801072,Ubiquitin-fold modifier 1,8.36612758565182,1.72859817470805,0.0382831413785545,0.00620941420744245
TRINITY_DN277043_c0_g1,maturation of LSU-rRNA,GO:0000470;GO:0000463,3,25.7822061816302,25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2),19.1542953228374,8.45151376495427,2.48864921902851e-10,6.35228718265759e-12
TRINITY_DN277043_c0_g2,maturation of LSU-rRNA,GO:0000470;GO:0000463,3,5.65786475239208,25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2),7.12048424053398,1.43667782041483,0.0242184504918419,0.00348996087863053
TRINITY_DN293385_c0_g1,maturation of LSU-rRNA,GO:0000470;GO:0000463,3,9.26234168011244,60S ribosomal protein L7,15.0761670777859,5.31955178323381,0.00118474556425437,9.49327624992191e-05
TRINITY_DN293483_c0_g1,maturation of LSU-rRNA,GO:0000470;GO:0000463,3,5.68452780382023,60S ribosomal protein L8 (L4) (L7A),4.90329760854589,5.8916611545411,0.02378727601884,0.00339813745837776
TRINITY_DN294781_c1_g1,maturation of LSU-rRNA,GO:0000470;GO:0000463,3,7.70937531448457,60S ribosomal protein L35,15.9230936288582,4.38189691697591,0.00439374059497954,0.000448601624560109
TRINITY_DN294781_c2_g1,maturation of LSU-rRNA,GO:0000470;GO:0000463,3,5.77301774280834,60S ribosomal protein L35,6.41957217600829,4.52365468871963,0.0223353948055409,0.00311035707954382
TRINITY_DN293346_c7_g1,microtubule-based process,GO:0000226;GO:0007010;GO:0007017,2,6.35141259690512,Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1),11.5780275257019,5.22304229331439,0.0138070358606409,0.00174428142859793
TRINITY_DN295224_c1_g2,microtubule-based process,GO:0000226;GO:0007010;GO:0007017,2,34.7777778071615,Cell division control protein 42 homolog (CDC42Ce),23.5298958926348,10.650602824713,6.09261404805346e-13,7.87413770346166e-16
TRINITY_DN296798_c5_g3,microtubule-based process,GO:0000226;GO:0007010;GO:0007017,2,6.95790323602806,Tubulin beta chain (Beta-tubulin),10.4979117429551,4.47315662678617,0.00841034144960483,0.000951088693816378
TRINITY_DN228042_c0_g1,mitotic cell cycle,GO:0000278;GO:0007049,2,-6.65350515666622,Serine/threonine-protein kinase haspin homolog (AtHaspin) (EC 2.7.11.1),-9.49567955250392,2.51746084479244,0.0107573715464982,0.00128949429523451
TRINITY_DN111543_c0_g1,monocarboxylic acid metabolic process,GO:0006631;GO:0032787,2,5.30449282850044,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),8.1412344734979,2.26341977851795,0.031935813591931,0.00496921783510854
TRINITY_DN314170_c2_g1,monocarboxylic acid metabolic process,GO:0006631;GO:0032787,2,-5.32907263281672,Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1),-7.61812443889094,2.91002242796644,0.0314373986911883,0.00484856432742997
TRINITY_DN314641_c0_g1,monocarboxylic acid metabolic process,GO:0006631;GO:0032787,2,6.73885597275749,Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain],12.4207438449318,3.67127014168805,0.0100949939966436,0.00118400091139955
TRINITY_DN255905_c0_g1,movement of cell or subcellular component,GO:0016477;GO:0048870;GO:0006928;GO:0040011,3,5.35433971848402,Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9),7.7737128478193,1.87070305008503,0.0308039812066446,0.0047275900074818
TRINITY_DN312728_c0_g1,movement of cell or subcellular component,GO:0016477;GO:0048870;GO:0006928;GO:0040011,3,-8.04994946929038,Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2),-10.8553250995081,3.56840967179775,0.00332188481093649,0.000319118047335184
TRINITY_DN139711_c0_g1,mRNA metabolic process,GO:0016071,6,5.5035591736045,Polyadenylate-binding protein (PABP) (Poly(A)-binding protein),7.93013287608335,1.61513954555166,0.0273991721932702,0.00407225176378168
TRINITY_DN276992_c0_g1,mRNA metabolic process,GO:0016071,6,22.1054193385304,Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13),20.2461614683454,6.94659039833252,7.76960632868147e-09,2.51037361185185e-10
TRINITY_DN278325_c0_g1,mRNA metabolic process,GO:0016071,6,6.02517418338692,Pumilio domain-containing protein C6G9.14,11.3255773115413,2.59120521062589,0.0182909998002133,0.0024171305067164
TRINITY_DN292384_c0_g1,mRNA metabolic process,GO:0016071,6,29.6708999147268,Putative general negative regulator of transcription C16C9.04c,23.888195776376,8.56927986057527,9.14744634541312e-12,1.30044471469524e-13
TRINITY_DN310768_c2_g2,mRNA metabolic process,GO:0016071,6,-4.87300940852801,SUPPRESSOR OF ABI3-5 (REQUIRED FOR SNC4-1D protein 1) (Splicing factor SUA),-2.36078172427893,8.77314978044711,0.0452728534607438,0.00765030770919839
TRINITY_DN46127_c0_g1,mRNA metabolic process,GO:0016071,6,5.06560245433097,Splicing factor 3A subunit 1,8.14274602726073,1.66289252258366,0.0387495732059418,0.00631010820542639
TRINITY_DN310761_c3_g1,multicellular organismal process,GO:0032501,1,-8.4979166287584,Protein FLX-like 4 (AtFLXL4),-5.92966668959657,7.5782502219002,0.00228640558209652,0.000203892711036717
TRINITY_DN310729_c0_g1,ncRNA 3'-end processing,GO:0043628;GO:0031123,2,5.0055594372661,H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp-140-associated protein of 57 kDa homolog) (AtNAP57) (Nucleolar protein NAP57 homolog),9.19871425816083,3.54997827673309,0.0406633949636967,0.00670059173876748
TRINITY_DN274635_c0_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,16.2580329095916,Adenylate kinase isoenzyme 6 homolog FAP7 (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase) (POS9-activating factor 7),17.5554204786408,5.54255778192172,1.93585076242845e-06,8.69412781833779e-08
TRINITY_DN277043_c0_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,25.7822061816302,25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2),19.1542953228374,8.45151376495427,2.48864921902851e-10,6.35228718265759e-12
TRINITY_DN277043_c0_g2,ncRNA metabolic process,GO:0034470;GO:0034660,5,5.65786475239208,25S rRNA (cytosine(2870)-C(5))-methyltransferase (EC 2.1.1.310) (Nucleolar protein 2),7.12048424053398,1.43667782041483,0.0242184504918419,0.00348996087863053
TRINITY_DN293385_c0_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,9.26234168011244,60S ribosomal protein L7,15.0761670777859,5.31955178323381,0.00118474556425437,9.49327624992191e-05
TRINITY_DN293483_c0_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,5.68452780382023,60S ribosomal protein L8 (L4) (L7A),4.90329760854589,5.8916611545411,0.02378727601884,0.00339813745837776
TRINITY_DN293826_c5_g4,ncRNA metabolic process,GO:0034470;GO:0034660,5,6.40918485623508,H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1),9.70209622336566,2.01498039492376,0.0131327389400857,0.00164636598021107
TRINITY_DN294781_c1_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,7.70937531448457,60S ribosomal protein L35,15.9230936288582,4.38189691697591,0.00439374059497954,0.000448601624560109
TRINITY_DN294781_c2_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,5.77301774280834,60S ribosomal protein L35,6.41957217600829,4.52365468871963,0.0223353948055409,0.00311035707954382
TRINITY_DN296362_c0_g2,ncRNA metabolic process,GO:0034470;GO:0034660,5,-12.0905990307366,Nucleolar protein 10,-14.4054821416874,5.05484956443749,9.23894458310844e-05,5.61202449636312e-06
TRINITY_DN310729_c0_g1,ncRNA metabolic process,GO:0034470;GO:0034660,5,5.0055594372661,H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp-140-associated protein of 57 kDa homolog) (AtNAP57) (Nucleolar protein NAP57 homolog),9.19871425816083,3.54997827673309,0.0406633949636967,0.00670059173876748
TRINITY_DN312007_c1_g4,ncRNA metabolic process,GO:0034470;GO:0034660,5,7.90535197410068,Adenylyltransferase and sulfurtransferase MOCS3-2 (Molybdenum cofactor synthesis protein 3-2) [Includes: Molybdopterin-synthase adenylyltransferase 2 (EC 2.7.7.80) (Adenylyltransferase MOCS3-2) (Sulfur carrier protein MOCS2A adenylyltransferase 2); Molybdopterin-synthase sulfurtransferase 2 (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase 2) (Sulfurtransferase MOCS3-2)],9.71959405757797,1.91057342003359,0.00371767600199468,0.000368764630892525
TRINITY_DN276572_c0_g1,negative regulation of biological process,GO:0048519,2,-4.86534860559553,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12),-9.17474609203995,2.01631103018106,0.0455142996671233,0.00770914027354237
TRINITY_DN278325_c0_g1,negative regulation of biological process,GO:0048519,2,6.02517418338692,Pumilio domain-containing protein C6G9.14,11.3255773115413,2.59120521062589,0.0182909998002133,0.0024171305067164
TRINITY_DN292384_c0_g1,negative regulation of biological process,GO:0048519,2,29.6708999147268,Putative general negative regulator of transcription C16C9.04c,23.888195776376,8.56927986057527,9.14744634541312e-12,1.30044471469524e-13
TRINITY_DN312745_c1_g1,negative regulation of biological process,GO:0048519,2,10.8553114006482,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),13.9095396903651,3.56437277819624,0.000272781364754373,1.93018154705033e-05
TRINITY_DN312745_c1_g3,negative regulation of biological process,GO:0048519,2,12.929402877154,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),16.2614231800615,4.2376681062774,4.19410499648708e-05,2.42566977179705e-06
TRINITY_DN316221_c2_g2,negative regulation of biological process,GO:0048519,2,-6.91270143904319,DNA replication ATP-dependent helicase/nuclease DNA2 (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)],-7.07335650081806,5.27617502064109,0.00869980065277489,0.000995066052045981
TRINITY_DN276572_c0_g1,negative regulation of cellular metabolic process,GO:0000122;GO:0006357;GO:0045892;GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0009889;GO:1903507;GO:2000113;GO:1902679;GO:0010558;GO:0031327;GO:0009890;GO:0031324;GO:0051253;GO:0045934;GO:0051172,4,-4.86534860559553,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12),-9.17474609203995,2.01631103018106,0.0455142996671233,0.00770914027354237
TRINITY_DN276572_c0_g1,negative regulation of cellular process,GO:0048523,2,-4.86534860559553,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12),-9.17474609203995,2.01631103018106,0.0455142996671233,0.00770914027354237
TRINITY_DN312745_c1_g1,negative regulation of cellular process,GO:0048523,2,10.8553114006482,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),13.9095396903651,3.56437277819624,0.000272781364754373,1.93018154705033e-05
TRINITY_DN312745_c1_g3,negative regulation of cellular process,GO:0048523,2,12.929402877154,Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1),16.2614231800615,4.2376681062774,4.19410499648708e-05,2.42566977179705e-06
TRINITY_DN316221_c2_g2,negative regulation of cellular process,GO:0048523,2,-6.91270143904319,DNA replication ATP-dependent helicase/nuclease DNA2 (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)],-7.07335650081806,5.27617502064109,0.00869980065277489,0.000995066052045981
TRINITY_DN276572_c0_g1,negative regulation of macromolecule metabolic process,GO:0010629;GO:0010605;GO:0009892,6,-4.86534860559553,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12),-9.17474609203995,2.01631103018106,0.0455142996671233,0.00770914027354237
TRINITY_DN278325_c0_g1,negative regulation of macromolecule metabolic process,GO:0010629;GO:0010605;GO:0009892,6,6.02517418338692,Pumilio domain-containing protein C6G9.14,11.3255773115413,2.59120521062589,0.0182909998002133,0.0024171305067164
TRINITY_DN292384_c0_g1,negative regulation of macromolecule metabolic process,GO:0010629;GO:0010605;GO:0009892,6,29.6708999147268,Putative general negative regulator of transcription C16C9.04c,23.888195776376,8.56927986057527,9.14744634541312e-12,1.30044471469524e-13
TRINITY_DN255905_c0_g1,neuron migration,GO:0001764,2,5.35433971848402,Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9),7.7737128478193,1.87070305008503,0.0308039812066446,0.0047275900074818
TRINITY_DN312728_c0_g1,neuron migration,GO:0001764,2,-8.04994946929038,Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2),-10.8553250995081,3.56840967179775,0.00332188481093649,0.000319118047335184
TRINITY_DN252333_c0_g1,nitrogen compound transport,GO:0071705;GO:0071702,3,-5.39374173533767,Amino acid permease 6 (Amino acid transporter AAP6),-4.10398329184335,10.3933854325209,0.0299288839967868,0.00454493553424549
TRINITY_DN278343_c0_g1,nitrogen compound transport,GO:0071705;GO:0071702,3,-11.2537144800173,Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog),-10.3171746404214,5.53889858295791,0.000193760036813526,1.29590719290468e-05
TRINITY_DN292396_c0_g1,nitrogen compound transport,GO:0071705;GO:0071702,3,-13.1036496742437,Amino acid permease 2 (Amino acid transporter AAP2),-6.01382923314128,8.1544948037559,3.56323643658011e-05,2.03777980379541e-06
TRINITY_DN292396_c0_g2,nitrogen compound transport,GO:0071705;GO:0071702,3,-7.12614930081174,Probable amino acid permease 7 (Amino acid transporter AAP7),-9.97372758361215,2.78735859038851,0.00727423335120206,0.000803808661102134
TRINITY_DN292396_c0_g3,nitrogen compound transport,GO:0071705;GO:0071702,3,-6.29945975211746,Amino acid permease 5 (Amino acid transporter AAP5),-8.40494498101468,3.29054768320728,0.0143596831803775,0.00183729710482375
TRINITY_DN292396_c0_g4,nitrogen compound transport,GO:0071705;GO:0071702,3,-5.9081366101307,Amino acid permease 2 (Amino acid transporter AAP2),-9.31746425231106,1.96182293450054,0.0201193174649995,0.00271724546053952
TRINITY_DN278343_c0_g1,nuclear transport,GO:0006913;GO:0051169,4,-11.2537144800173,Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog),-10.3171746404214,5.53889858295791,0.000193760036813526,1.29590719290468e-05
TRINITY_DN278343_c0_g1,organelle localization,GO:0051656;GO:0051640,3,-11.2537144800173,Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog),-10.3171746404214,5.53889858295791,0.000193760036813526,1.29590719290468e-05
TRINITY_DN293346_c7_g1,organelle localization,GO:0051656;GO:0051640,3,6.35141259690512,Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1),11.5780275257019,5.22304229331439,0.0138070358606409,0.00174428142859793
TRINITY_DN295224_c1_g2,organelle localization,GO:0051656;GO:0051640,3,34.7777778071615,Cell division control protein 42 homolog (CDC42Ce),23.5298958926348,10.650602824713,6.09261404805346e-13,7.87413770346166e-16
TRINITY_DN293346_c7_g1,organelle organization,GO:0006996,3,6.35141259690512,Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1),11.5780275257019,5.22304229331439,0.0138070358606409,0.00174428142859793
TRINITY_DN294759_c0_g1,organelle organization,GO:0006996,3,-9.95676361595632,Mitochondrial fission protein ELM1 (Protein ELONGATED MITOCHONDRIA 1),-4.36133556560501,10.0118916551094,0.000632419383436116,4.74059117793793e-05
TRINITY_DN295224_c1_g2,organelle organization,GO:0006996,3,34.7777778071615,Cell division control protein 42 homolog (CDC42Ce),23.5298958926348,10.650602824713,6.09261404805346e-13,7.87413770346166e-16
TRINITY_DN296362_c0_g5,organelle organization,GO:0006996,3,-13.8389412312964,Dynamin-related protein 1C (Dynamin-like protein 5) (Dynamin-like protein C) (Dynamin-like protein DLP1),-8.53357073222925,7.29933524522993,1.75774711708488e-05,9.76841693501126e-07
TRINITY_DN296798_c5_g3,organelle organization,GO:0006996,3,6.95790323602806,Tubulin beta chain (Beta-tubulin),10.4979117429551,4.47315662678617,0.00841034144960483,0.000951088693816378
TRINITY_DN298237_c0_g2,organelle organization,GO:0006996,3,-6.76527299861285,DNA polymerase delta subunit 4 (DNA polymerase delta subunit p12),-6.46774260094297,6.00472761980301,0.00988627574683003,0.00115313264769165
TRINITY_DN298449_c4_g2,organelle organization,GO:0006996,3,-4.87823041062288,Ras-related protein Rab-1A,-7.6957578931771,4.08494139543012,0.0452099869080029,0.00761046952473975
TRINITY_DN293491_c0_g1,organic cyclic compound biosynthetic process,GO:0018130;GO:1901362;GO:0019438,2,-7.22089101593521,Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Protein FACKEL) (Sterol C14-reductase),-9.42067679787695,4.04456730478155,0.00675495909811514,0.000731150661669974
TRINITY_DN293493_c3_g6,organic cyclic compound biosynthetic process,GO:0018130;GO:1901362;GO:0019438,2,4.88346705983314,Caffeic acid 3-O-methyltransferase (CAOMT) (COMT) (EC 2.1.1.68) (S-adenosysl-L-methionine:caffeic acid 3-O-methyltransferase),4.16044720394213,7.15330364339536,0.0450603450567481,0.00757072033263618
TRINITY_DN278325_c0_g1,organic cyclic compound catabolic process,GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361,4,6.02517418338692,Pumilio domain-containing protein C6G9.14,11.3255773115413,2.59120521062589,0.0182909998002133,0.0024171305067164
TRINITY_DN292384_c0_g1,organic cyclic compound catabolic process,GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361,4,29.6708999147268,Putative general negative regulator of transcription C16C9.04c,23.888195776376,8.56927986057527,9.14744634541312e-12,1.30044471469524e-13
TRINITY_DN293491_c0_g1,organic hydroxy compound metabolic process,GO:1901617;GO:1901615,3,-7.22089101593521,Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Protein FACKEL) (Sterol C14-reductase),-9.42067679787695,4.04456730478155,0.00675495909811514,0.000731150661669974
TRINITY_DN278325_c0_g1,organic substance catabolic process,GO:0009057;GO:1901575;GO:0009056,4,6.02517418338692,Pumilio domain-containing protein C6G9.14,11.3255773115413,2.59120521062589,0.0182909998002133,0.0024171305067164
TRINITY_DN292384_c0_g1,organic substance catabolic process,GO:0009057;GO:1901575;GO:0009056,4,29.6708999147268,Putative general negative regulator of transcription C16C9.04c,23.888195776376,8.56927986057527,9.14744634541312e-12,1.30044471469524e-13
TRINITY_DN299783_c0_g3,organic substance catabolic process,GO:0009057;GO:1901575;GO:0009056,4,10.9678844795399,Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II),12.9307652414718,3.89212011954649,0.000248273568109339,1.72467906764161e-05
TRINITY_DN311468_c0_g1,organic substance catabolic process,GO:0009057;GO:1901575;GO:0009056,4,27.7603500465939,E3 ubiquitin-protein ligase RNF149 (EC 2.3.2.27) (DNA polymerase-transactivated protein 2) (RING finger protein 149) (RING-type E3 ubiquitin transferase RNF149),20.2051843918467,9.48197743917277,4.53254956583416e-11,8.78684891599514e-13
TRINITY_DN299783_c0_g3,organonitrogen compound catabolic process,GO:1901565,2,10.9678844795399,Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II),12.9307652414718,3.89212011954649,0.000248273568109339,1.72467906764161e-05
TRINITY_DN295269_c0_g3,positive regulation of biological process,GO:0048518;GO:0048584;GO:0048583,2,18.8445655368903,Serine/threonine-protein kinase Tao (EC 2.7.11.1),20.6640831516458,6.33302652852744,1.73134638731818e-07,6.54499280504773e-09
TRINITY_DN295269_c0_g6,positive regulation of biological process,GO:0048518;GO:0048584;GO:0048583,2,6.97467970940067,Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2),9.35352655472444,1.86038163980533,0.00831795369885503,0.000935265876317141
TRINITY_DN299263_c0_g1,positive regulation of biological process,GO:0048518;GO:0048584;GO:0048583,2,14.510903369234,cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11),17.6957531678913,4.89030117904777,9.47256923600224e-06,4.98878444416273e-07
TRINITY_DN299263_c0_g2,positive regulation of biological process,GO:0048518;GO:0048584;GO:0048583,2,8.66241578738287,cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11),11.5140217237107,2.37326595653225,0.00199007295151279,0.000172965952813228
TRINITY_DN312745_c1_g2,positive regulation of biological process,GO:0048518;GO:0048584;GO:0048583,2,6.02560668479661,cAMP-dependent protein kinase catalytic subunit gamma (PKA C-gamma) (EC 2.7.11.11),9.57811394153458,2.90650194348033,0.0182909998002133,0.0024160853204034
TRINITY_DN295269_c0_g3,positive regulation of cellular process,GO:0048522,2,18.8445655368903,Serine/threonine-protein kinase Tao (EC 2.7.11.1),20.6640831516458,6.33302652852744,1.73134638731818e-07,6.54499280504773e-09
TRINITY_DN295269_c0_g6,positive regulation of cellular process,GO:0048522,2,6.97467970940067,Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2),9.35352655472444,1.86038163980533,0.00831795369885503,0.000935265876317141
TRINITY_DN234177_c0_g1,protein modification by small protein conjugation,GO:0016567;GO:0032446,8,-5.80114100435103,BTB/POZ domain-containing protein At5g47800,-7.18633570346576,4.01711896032251,0.0219567023924577,0.00302410226226205
